image,question,answer
image3288,Do metastatic lung carcinoma burn?,no
image3288,Does this image show thermal burn?,yes
image3288,Does yellow color show thermal burn?,no
image3289,What burn?,thermal
image3289,Do thermal burn?,yes
image3289,Do yellow color burn?,no
image3289,Does this image show thermal burn?,yes
image3289,Does abruption show thermal burn?,no
image3289,Where is this?,skin
image3290,Is another fiber other frame present?,no
image3290,Does this image show close-up of typical lesions perspective of elevated pasted on lesions is well shown?,yes
image3290,Does craniopharyngioma show close-up of typical lesions perspective of elevated pasted on lesions is well shown?,no
image3290,Is seborrheic keratosis present?,yes
image3290,Is 4 month old child several slides from this case well shown?,no
image3290,Where is this?,skin
image3290,Is close-up of typical lesions perspective of elevated pasted on lesions well shown?,yes
image3291,Is opened dysmorphic body with all organs except kidneys removed shows size of organs quite well and renal facies?,yes
image3291,Is retroperitoneal leiomyosarcoma of Kidneys present?,no
image3291,Is polycystic Disease of Kidneys present?,yes
image3291,Does this image show opened dysmorphic body with all organs except kidneys removed shows size of organs quite well and renal facies?,yes
image3292,Does this image show posterior view of body lesions mostly in head neck and thorax?,yes
image3292,Does mesothelioma show posterior view of body lesions mostly in head neck and thorax?,no
image3292,What is present?,lymphangiomatosis
image3292,What is present ?,Lymphangiomatosis
image3292,Is lymphangiomatosis present?,yes
image3292,Is leiomyosarcoma present?,no
image3293,"Does mesothelioma show hand, gunshot entrance wound, intermediate range, powder burns freckling?",no
image3293,"Does this image show hand, gunshot entrance wound, intermediate range, powder burns freckling?",yes
image3293,What does this image show?,hand
image3294,How many digits do a barely seen vascular mass extruding from occipital region of skull arms and legs appear too short has?,six
image3294,Does peritoneum show lateral view of body with renal facies no neck?,no
image3294,Is polycystic Disease of Kidneys present?,yes
image3294,Is acid of Kidneys present?,no
image3294,Do a barely seen vascular mass extruding from occipital region of skull arms and legs appear too short has six digits?,yes
image3294,Does this image show lateral view of body with renal facies no neck?,yes
image3295,What is the best photo to illustrate this case externally ?,this
image3295,Is Cephalothoracopagus Janiceps present?,yes
image3295,Is this the best photo to illustrate this case externally?,yes
image3295,What is the best photo to illustrate this case externally?,this
image3295,Does this image show conjoined twins at head and chest?,yes
image3296,Does this image show posterior view open cord?,yes
image3296,Does natural color show posterior view open cord?,no
image3296,What is present?,Anencephaly
image3296,Is Anencephaly present?,yes
image3296,Is liver with tuberculoid granuloma in glissons present?,no
image3296,What is present ?,Anencephaly
image3297,Does this image show view from back typical example?,yes
image3297,What is present ?,Anencephaly
image3297,Is slices of liver and spleen typical tuberculous exudate is present on capsule of liver and spleen present?,no
image3297,Is Anencephaly present?,yes
image3297,What is present?,Anencephaly
image3297,Does retroperitoneum show view from back typical example?,no
image3298,Is Anencephaly present?,yes
image3298,What is present ?,Anencephaly
image3298,Does this image show lateral view of head typical example?,yes
image3298,Is tuberculous peritonitis present?,no
image3298,Does conjoined twins show lateral view of head typical example?,no
image3298,What is present?,Anencephaly
image3299,Is Siamese Twins present?,yes
image3299,Does this image show joined anterior chest and abdomen?,yes
image3300,Does acid show gram negative septicemia due to scalp electrode in a neonate?,no
image3300,Does this image show gram negative septicemia due to scalp electrode in a neonate?,yes
image3301,Is newborn Cord Around Neck present?,yes
image3301,Is acute lymphocytic leukemia present?,no
image3302,Does acute lymphocytic leukemia show gram negative septicemia due to scalp electrode in a neonate?,no
image3302,Does this image show gram negative septicemia due to scalp electrode in a neonate?,yes
image3303,Does this image show close-up view of head anterior view?,yes
image3303,Is Conjoined Twins Cephalothoracopagus Janiceps present?,yes
image3304,Does this image show view of face and chest anterior?,yes
image3304,Does subdiaphragmatic abscess show view of face and chest anterior?,no
image3304,What is present?,Anencephaly
image3304,Is Anencephaly present?,yes
image3304,Is skin over back a buttocks present?,no
image3304,What is present ?,Anencephaly
image3305,Does situs inversus show body burns 24 hours prior now anasarca?,no
image3305,Does this image show body burns 24 hours prior now anasarca?,yes
image3306,Does this image show postmortangiogram of coronary arteries?,yes
image3306,Does acid show postmortangiogram of coronary arteries?,no
image3306,What is present?,cardiovascular
image3306,Is cardiovascular present?,yes
image3306,Is vessel present?,no
image3306,Is myocardial infarct present?,yes
image3306,Is quite good liver present?,no
image3306,Where is this from?,heart
image3306,What is present ?,Cardiovascular
image3307,Is angiogram present?,yes
image3307,What is present?,angiogram
image3307,Is stillborn cord around neck present?,no
image3307,Is cardiovascular present?,yes
image3307,What is present?,cardiovascular
image3307,Does aldehyde fuscin show x-ray postmortcoronary arteries with multiple lesions?,no
image3307,Does this image show x-ray postmortcoronary arteries with multiple lesions?,yes
image3307,Where is this from?,heart
image3307,What is present ?,Angiogram
image3307,Is lower chest and abdomen anterior present?,no
image3307,What is present ?,Cardiovascular
image3308,Is vasculature present?,yes
image3308,Does nipple duplication show x-ray postmortdissected arteries extensive lesions?,no
image3308,What is present?,cardiovascular
image3308,Is cardiovascular present?,yes
image3308,Is retroperitoneal liposarcoma present?,no
image3308,How is x-ray postmortdissected arteries  lesions ?,extensive
image3308,What is present ?,vasculature
image3308,What is present ?,Cardiovascular
image3308,What postmortdissected arteries extensive lesions ?,x-ray
image3308,Where is this from?,vasculature
image3308,Is amyloidosis present?,no
image3308,Is coronary artery present?,yes
image3308,Is retroperitoneum present?,no
image3308,What is present?,vasculature
image3308,Does this image show x-ray postmortdissected arteries extensive lesions?,yes
image3309,"Does this image show aorta, normal intima?",yes
image3309,What is present ?,vasculature
image3309,What is present ?,Cardiovascular
image3309,Where is this?,vasculature
image3309,Is peritoneum present?,no
image3309,Is vasculature present?,yes
image3309,What is present?,vasculature
image3309,Is papillary intraductal adenocarcinoma present?,no
image3309,Is cardiovascular present?,yes
image3309,What is present?,cardiovascular
image3309,"Does chest and abdomen slide show aorta, normal intima?",no
image3309,What does this image show?,aorta
image3310,Where is this?,heart
image3310,Does this image shows of smooth muscle cell with lipid in sarcoplasm and lipid show normal cardiovascular?,no
image3310,Does this image show normal cardiovascular?,yes
image3311,Is cardiovascular present?,yes
image3311,Does this image show coronary artery atherosclerosis?,yes
image3311,What is present?,cardiovascular
image3311,What is present ?,Cardiovascular
image3311,Where is this?,vasculature
image3311,Is vasculature present?,yes
image3311,What is present?,vasculature
image3311,What is present ?,vasculature
image3312,What is present ?,vasculature
image3312,What is present ?,Cardiovascular
image3312,Where is this?,vasculature
image3312,Is this present?,no
image3312,What is present?,vasculature
image3312,Is chronic ischemia present?,no
image3312,Is cardiovascular present?,yes
image3312,What is present?,cardiovascular
image3312,Does nodular tumor show coronary artery atherosclerosis?,no
image3312,Does this image show coronary artery atherosclerosis?,yes
image3312,Is vasculature present?,yes
image3313,Where is this?,heart
image3313,What does this image show?,amyloidosis
image3313,Does this image show amyloidosis?,yes
image3313,Does newborn cord around neck show amyloidosis?,no
image3313,What is present?,cardiovascular
image3313,Is cardiovascular present?,yes
image3313,Is this section showing liver with tumor mass in hilar area tumor present?,no
image3313,What is present ?,Cardiovascular
image3314,Where is this?,heart
image3314,Is tuberculosis present?,no
image3314,Does this image show congestive heart failure?,yes
image3314,What is present ?,Cardiovascular
image3314,Is cardiovascular present?,yes
image3314,What is present?,cardiovascular
image3314,Does lateral view show congestive heart failure?,no
image3314,"How is congestive heart failure , left  dilatation ?",ventricular
image3315,"Does this image show heart, old myocardial infarction with fibrosis?",yes
image3315,"Does tuberculosis show heart, old myocardial infarction with fibrosis?",no
image3315,What is present?,cardiovascular
