image,question,answer
augmented_image1656.jpg,Is previous slide from this case present?,no
augmented_image1323.jpg,What does this image show?,kidney
augmented_image175.jpg,Does microscopy show organoid pattern of oval tumour cells and abundant amyloid stroma?,yes
augmented_image376.jpg,"Do the alveolar spaces as well as interstitium contain eosinophilic, granular, homogeneous and pink proteinaceous oedema fluid along with some rbcs and inflammatory cells?",yes
augmented_image1088.jpg,Is uterus present?,yes
augmented_image1877.jpg,Does this image show hassalls corpuscle with fibrosis in periphery of surrounding lymphoid follicle lesion?,yes
augmented_image1415.jpg,Does this image show excellent example with opened uterus and cervix and vagina?,yes
augmented_image2438.jpg,What is present?,hepatobiliary
augmented_image1827.jpg,Does silver show worms no appendix structures?,no
augmented_image2512.jpg,"Does fat necrosis show heart, old myocardial infarction with fibrosis, trichrome?",no
augmented_image2469.jpg,"Does appendix show liver, congestion and mild micronodular cirrhosis heart failure cirrhosis?",no
augmented_image614.jpg,Where is this?,oral
augmented_image718.jpg,Is simian crease present?,no
augmented_image1510.jpg,What are present?,extremities
augmented_image1689.jpg,"Does this image show pancreas, hemochromatosis?",yes
augmented_image1167.jpg,"Does retroperitoneal leiomyosarcoma show squamous cell carcinoma, lip?",no
augmented_image976.jpg,What is present?,oral
augmented_image1507.jpg,Is hours present?,no
augmented_image1440.jpg,Is female reproductive present?,yes
augmented_image216.jpg,Are the segregation of b cells and t cells in different regions of the lymph node flattened as a result of compression of the expanding brain by the dura mater and inner surface of the skull?,no
augmented_image1834.jpg,Is source present?,no
augmented_image2229.jpg,Does acute peritonitis show natural color advanced typical?,no
augmented_image1117.jpg,Is opened abdominal cavity with massive tumor in omentum none apparent in liver nor over peritoneal surfaces gut present?,no
augmented_image423.jpg,Is reticulin framework grey-white soft?,no
augmented_image2240.jpg,Is this image shows of smooth muscle cell with lipid in sarcoplasm and lipid present?,no
augmented_image1981.jpg,What does this image show?,brain
augmented_image1235.jpg,Is cervix duplication present?,no
augmented_image2574.jpg,Is sacrococcygeal teratoma present?,no
augmented_image2283.jpg,What does this image show?,heart
augmented_image1033.jpg,"Does this image show pituitary, chromaphobe adenoma?",yes
augmented_image1311.jpg,Where is this?,urinary
augmented_image2350.jpg,Where is this?,skin
augmented_image462.jpg,Does the tumour have areas of necrosis which are surrounded by a palisade layer of tumour cells?,yes
augmented_image2558.jpg,"Does beckwith-wiedemann syndrome show atherosclerosis, right coronary artery?",no
augmented_image1671.jpg,Is postpartum uterus present?,no
augmented_image65.jpg,What is enlarged and heavy?,kidney
augmented_image1617.jpg,Is amebiasis present?,no
augmented_image1847.jpg,"Does acid show colon, adenomatous polyp?",no
augmented_image1123.jpg,Does this image show opened abdomen with neoplasm covering all surfaces?,yes
augmented_image307.jpg,Does the left ventricle have a grossly normal appearance in this heart?,yes
augmented_image1970.jpg,Is nervous present?,yes
augmented_image2555.jpg,Is cranial artery present?,no
augmented_image1890.jpg,What is present?,thymoma
augmented_image2248.jpg,Does this image show x-ray postmortdissected artery lesions in small branches?,yes
augmented_image1109.jpg,What is present ?,Abdomen
augmented_image1581.jpg,Is cytomegalovirus present?,yes
augmented_image2111.jpg,Is foot present?,no
augmented_image1082.jpg,Is female reproductive present?,yes
augmented_image1635.jpg,What is present ?,Infarcts
augmented_image1708.jpg,Where is this?,pancreas
augmented_image1482.jpg,Where is this area in the body?,breast
augmented_image2016.jpg,What does this image show?,osteosarcoma
augmented_image966.jpg,Where is this?,lung
augmented_image865.jpg,Do mucicarmine stain?,yes
augmented_image376.jpg,"Do the nuclei of affected tubules contain eosinophilic, granular, homogeneous and pink proteinaceous oedema fluid along with some rbcs and inflammatory cells?",no
augmented_image1821.jpg,What is present?,Varices
augmented_image1648.jpg,What is present?,hematologic
augmented_image2500.jpg,What is present?,adenocarcinoma
augmented_image2430.jpg,Is single metastatic appearing lesion present?,no
augmented_image1771.jpg,Is mesothelioma present?,no
augmented_image1560.jpg,"Does this image show kidney, hemochromatosis?",yes
augmented_image1163.jpg,"Does lower chest and abdomen anterior show colon, ulcerative colitis?",no
augmented_image2454.jpg,Does this image show external view of liver severe laceration between lobes?,yes
augmented_image268.jpg,Does the lower lobe show delayed maturation and disorganization?,no
augmented_image1507.jpg,Does this image show typical gangrene?,yes
augmented_image777.jpg,Do immunoperoxidate stain?,yes
augmented_image2423.jpg,Is anencephaly and bilateral cleft palate present?,no
augmented_image1374.jpg,Is lesion of myocytolysis present?,no
augmented_image1617.jpg,What is present?,thymus
augmented_image2371.jpg,Is joints present?,yes
augmented_image1188.jpg,What is present?,gastrointestinal
augmented_image74.jpg,Does the show a characteristic nested of cells separated by fibrovascular septa?,no
augmented_image312.jpg,Does luminal surface of longitudinal cut section show segment of thickened wall with narrow lumen which is better appreciated in cross section while intervening areas of the bowel are uninvolved or skipped?,yes
augmented_image1907.jpg,Is megaloblastic erythrocytes pernicious anemia present?,yes
augmented_image1035.jpg,What is present ?,endocrine
augmented_image2574.jpg,Is vasculature present?,yes
augmented_image1626.jpg,Is close-up excellent example of interosseous muscle atrophy present?,no
augmented_image1520.jpg,Are hours present?,no
augmented_image1952.jpg,Is pituitary present?,no
augmented_image1802.jpg,"Does this image show duodenum, necrotizing enteritis with pseudomembrane, candida?",yes
augmented_image1481.jpg,How is this image a quite  example of pagets disease?,excellent
augmented_image1566.jpg,Where is this?,urinary
augmented_image2077.jpg,Is hyperplasia present?,yes
augmented_image1209.jpg,Is autoimmune thyroiditis present?,no
augmented_image590.jpg,Does saggital section sternum with typical plasmacytoma show ameloblastoma?,no
augmented_image1316.jpg,Is polycystic disease infant present?,yes
augmented_image1312.jpg,Where is this?,urinary
augmented_image1024.jpg,What does this image show?,thyroid
augmented_image1823.jpg,What is present?,gastrointestinal
augmented_image2436.jpg,Is glomerulosa present?,no
augmented_image911.jpg,What does this image show?,brain
augmented_image2103.jpg,Does this image show recovery of ducts?,yes
augmented_image1801.jpg,What is present ?,gastrointestinal
augmented_image1419.jpg,Is female reproductive present?,yes
augmented_image2126.jpg,What is present ?,hepatobiliary
augmented_image1559.jpg,"Does this image show kidney, bile in tubules?",yes
augmented_image1617.jpg,Is malignant thymoma present?,yes
augmented_image276.jpg,Does wide base show a large spherical tumour separate from the kidney?,no
augmented_image816.jpg,Is exact cause present?,no
augmented_image2569.jpg,Is beckwith-wiedemann syndrome present?,no
augmented_image1446.jpg,Does this image show close-up single lesion well shown breast primary?,yes
augmented_image2449.jpg,What is present?,hepatobiliary
augmented_image2248.jpg,Is vasculature present?,yes
augmented_image2246.jpg,What is present ?,Cardiovascular
augmented_image2479.jpg,Does this image show normal prostate?,yes
augmented_image1307.jpg,Where is this?,urinary
augmented_image2108.jpg,Does aorta show recovery of ducts?,no
augmented_image1341.jpg,"Does this image show colon, cryptosporidia?",yes
augmented_image1573.jpg,Is urinary present?,yes
augmented_image580.jpg,Does bilayer lipid membrane show tiny petechial haemorrhages visible through the capsule?,no
augmented_image1711.jpg,What is present?,pancreas
augmented_image33.jpg,What are the tumour cells arranged in?,sheets
augmented_image919.jpg,Does this image show pulmonary thromboemboli?,yes
augmented_image2513.jpg,Is acid present?,no
augmented_image2536.jpg,Is cranial artery present?,no
augmented_image916.jpg,What does this image show?,lung
augmented_image543.jpg,"Does the characteristic feature show soft to firm, grey-white, nodularity with microcystic areas?",no
augmented_image1852.jpg,What does this image show?,colon
augmented_image1396.jpg,"Does atrophy show thyroid, hashimoto 's?",no
augmented_image715.jpg,Is conjoined twins present?,no
augmented_image1905.jpg,What is present?,hematologic
augmented_image738.jpg,Is gross photo of tumor in this file present?,no
augmented_image440.jpg,"Does ischemic injury showing surface blebs show apple-green birefringence under polarized light,  a diagnostic feature of amyloid?",no
augmented_image2021.jpg,Where is this?,oral
augmented_image972.jpg,Where is this?,lung
augmented_image1048.jpg,What does this image show?,adrenal
augmented_image2465.jpg,What is present?,liver
augmented_image1756.jpg,What is present?,oral
augmented_image2179.jpg,Does supernumerary digits show panniculitis and fascitis?,no
augmented_image2223.jpg,Is Conjoined Twins Cephalothoracopagus Janiceps present?,yes
augmented_image2416.jpg,Is muscle present?,yes
augmented_image2330.jpg,Does this image show with partially crossed polarizing to show foreign material very typical?,yes
augmented_image930.jpg,Is colon present?,no
augmented_image2074.jpg,Is metastatic carcinoma present?,yes
augmented_image325.jpg,"Does the tissue factor show fibrosis,  contrasted with the normal kidney right in this trichrome stain?",no
augmented_image367.jpg,"Does the necrosed area on right side of the field show a cystic space containing cell debris, while the surrounding zone shows granulation tissue and gliosis?",yes
augmented_image2495.jpg,What does this image show?,prostate
augmented_image1728.jpg,What is present?,oral
augmented_image2167.jpg,Where is this?,skin
augmented_image473.jpg,Did scanty cytoplasm and markedly hyperchromatic nuclei have irregular nuclear outlines?,yes
augmented_image2179.jpg,Where is this?,skin
augmented_image1137.jpg,What is present?,atherosclerosis
augmented_image116.jpg,Is this hematoxylin-eosin stain?,yes
augmented_image1759.jpg,Is oral present?,yes
augmented_image2288.jpg,Is cardiovascular present?,yes
augmented_image649.jpg,What is present?,oral
augmented_image1151.jpg,"Does this image show colon, ulcerative colitis?",yes
augmented_image83.jpg,Do the photomicrographs show an inflammatory reaction in the myocardium after ischemic necrosis infarction?,yes
augmented_image747.jpg,Is respiratory present?,yes
augmented_image196.jpg,Is the late-phase reaction studded with metastatic cancer?,no
augmented_image2471.jpg,"Does krukenberg tumor show liver, cirrhosis alpha-1 antitrypsin deficiency?",no
augmented_image2522.jpg,Is cardiovascular present?,yes
augmented_image2470.jpg,What does this image show?,liver
augmented_image1499.jpg,Are crookes cells present?,yes
augmented_image218.jpg,Are a partly formed unerupted tooth epithelioid cell granulomas with minute areas of caseation necrosis and surrounded by Langhans ' giant cells?,no
augmented_image1921.jpg,What is present?,hematologic
augmented_image2471.jpg,What is present?,hepatobiliary
augmented_image1142.jpg,What is present?,myocardium
augmented_image1276.jpg,Is kidney present?,yes
augmented_image1761.jpg,Is soft tissue present?,no
